text,text_pair,label_traceability_gap,label_validation_gap,label_design_inconsistency,label_environmental_dependency,label_serviceability_impact,label_operational_risk
DEMO-REQ-20092-2: camera cleaning system shall retain the wash command acknowledgement during standard vibration profile. Acceptance DEMO-REQ-20092-2: checks that the reviewed case stays within the documented release envelope.,DEMO-EVID-30092 engineering sign-off note: standard vibration profile run captured the wash command acknowledgement on the maintenance display for DEMO-REQ-20092-2. Timestamps aligned with the controller log at each review point for DEMO-REQ-20092-2. A longer endurance run is planned elsewhere and is not needed for this acceptance line for DEMO-REQ-20092-2.,0,0,0,0,0,0
Release item DEMO-REQ-20228-2: traction inverter shall track torque command during loaded ramp launch when loaded launch on a moderate grade is active. Review DEMO-REQ-20228-2: checks torque error and current-limit behaviour.,Assessment DEMO-EVID-30228 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20228-2. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20228-2.,0,1,1,1,0,1
Customer constraint DEMO-REQ-20075-3: service access panel layout shall allow field technicians to inspect or replace the rear service panel without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20075-3: access time and diagnostic confidence.,Field-support note DEMO-EVID-30075 says the deciding status can be read only after reaching the rear service panel for DEMO-REQ-20075-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20075-3.,0,0,1,0,0,0
Customer constraint DEMO-REQ-20178-3: traction inverter shall report early thermal margin loss before torque reduction under repeated low-speed ramp starts. Evidence DEMO-REQ-20178-3: warning lead time and derating transition.,DEMO-EVID-30178 field log: repeatable restriction recorded in repeated low-speed ramp starts against DEMO-REQ-20178-3. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20178-3.,1,0,0,0,1,0
DEMO-REQ-20306-2: battery thermal management system must complete two uphill loaded cycles without thermal power reduction for high ambient temperature with full payload. Acceptance DEMO-REQ-20306-2: coolant temperature and derating state.,DEMO-EVID-30306 vehicle record: right subsystem is named; sensitivity appears after high ambient temperature for DEMO-REQ-20306-2. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20306-2.,0,1,1,1,0,0
Verification item DEMO-REQ-20041-3: autonomous haulage controller must allow field technicians to inspect or replace the front perception pod without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20041-3: access time and diagnostic confidence.,DEMO-EVID-30041 campaign: shortened profile for hold route accuracy through a loading-zone transition in dust at the loading berm against DEMO-REQ-20041-3. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20041-3.,1,0,0,0,1,0
DEMO-REQ-20266-0: GNSS-denied localization module shall maintain pose quality without satellite reference during covered crusher approach. Acceptance DEMO-REQ-20266-0: pose covariance and route deviation.,DEMO-EVID-30266 evidence note: exercised resume map alignment after leaving a covered approach in transition back to open-sky operation; reacquisition time and route-latch behaviour stayed within the review window against DEMO-REQ-20266-0. Scope note: covered crusher approach and maintain pose quality without satellite reference were not part of this run for DEMO-REQ-20266-0.,1,1,0,1,0,0
DEMO-REQ-20409-0: regenerative braking controller shall blend regenerative and friction braking on downhill hauls during long descending haul road with high payload. Acceptance DEMO-REQ-20409-0: brake balance and speed stability.,Service trial DEMO-EVID-30409 completed safely with the brake-energy monitoring channel for DEMO-REQ-20409-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20409-0.,0,0,0,0,0,1
Release item DEMO-REQ-20355-3: autonomous haulage controller shall retain the event log for the observed restriction in the autonomous haulage controller when single-channel perception masking is active. Review DEMO-REQ-20355-3: checks crawl authorization and handover state.,Pilot log DEMO-EVID-30355 records a restricted machine state during single-channel perception masking for DEMO-REQ-20355-3. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20355-3.,0,0,0,0,1,1
Release item DEMO-REQ-20239-3: factory acceptance test station shall allow field technicians to inspect or replace the production test adapter without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20239-3: checks access time and diagnostic confidence.,DEMO-EVID-30239 evidence note: exercised reproduce the commissioning sequence used at the customer site in site acceptance replay with fleet dispatch messages; message timing and acceptance sign-off stayed within the review window against DEMO-REQ-20239-3. Scope note: end-of-line production test and verify software configuration before the truck leaves production were not part of this run for DEMO-REQ-20239-3.,0,1,0,0,0,0
Release item DEMO-REQ-20135-2: megawatt charging interface shall notify fleet supervision before megawatt charging interface behaviour reduces truck availability when production dispatch monitoring is active. Review DEMO-REQ-20135-2: checks alert lead time and event context.,DEMO-EVID-30135 evidence note: exercised complete a normal charging handshake at depot temperature in nominal depot temperature; handshake sequence and isolation confirmation stayed within the review window against DEMO-REQ-20135-2. Scope note: interrupted charging after connector temperature warning and recover after an aborted high-power charging session were not part of this run for DEMO-REQ-20135-2.,1,1,0,0,0,1
DEMO-REQ-20467-1: GNSS-denied localization module shall synchronize the localization quality value during standard payload class. Acceptance DEMO-REQ-20467-1: checks state transition order and timestamp continuity.,DEMO-EVID-30467 QA review: standard payload class run captured the localization quality value on the fleet monitor for DEMO-REQ-20467-1. The checked signal stayed within the agreed tolerance for the whole requested window for DEMO-REQ-20467-1. The charger-side alarm list was copied for information only and did not change the pass decision for DEMO-REQ-20467-1.,0,0,0,0,0,0
Verification item DEMO-REQ-20251-2: regenerative braking controller must allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20251-2: access time and diagnostic confidence.,DEMO-EVID-30251 report: earlier review ID is named; cross-reference added for DEMO-REQ-20251-2. Run content appears to use the same operating case as the current record for DEMO-REQ-20251-2.,0,0,0,0,1,1
Verification item DEMO-REQ-20041-1: autonomous haulage controller must hold route accuracy through a loading-zone transition in dust at the loading berm. Review DEMO-REQ-20041-1: route deviation and command continuity.,DEMO-EVID-30041 screen: exercised hold route accuracy through a loading-zone transition under dust at the loading berm; no anomaly logged against DEMO-REQ-20041-1. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20041-1.,0,1,0,0,0,0
DEMO-REQ-20103-3: megawatt charging interface shall complete a normal charging handshake at depot temperature during nominal depot temperature. Acceptance DEMO-REQ-20103-3: handshake sequence and isolation confirmation.,DEMO-EVID-30103 screen: exercised complete a normal charging handshake at depot temperature under nominal depot temperature; no anomaly logged against DEMO-REQ-20103-3. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20103-3.,1,1,0,0,0,0
Customer constraint DEMO-REQ-20369-1: service access panel layout shall detect and report the observed restriction in the service access panel layout under routine low-voltage service walkdown. Evidence DEMO-REQ-20369-1: clearance marking and cover separation.,Pilot log DEMO-EVID-30369 records a restricted machine state during routine low-voltage service walkdown for DEMO-REQ-20369-1. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20369-1.,0,0,0,1,0,1
DEMO-REQ-20333-1: predictive maintenance model shall prevent recurrence of the observed restriction in the predictive maintenance model during slow vibration trend growth. Acceptance DEMO-REQ-20333-1: lead time and confirmed work-order relevance.,Pilot log DEMO-EVID-30333 records a restricted machine state during high but normal payload variation for DEMO-REQ-20333-1. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20333-1.,0,0,1,1,0,1
Verification item DEMO-REQ-20266-3: GNSS-denied localization module must allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20266-3: access time and diagnostic confidence.,DEMO-EVID-30266 evidence note: exercised resume map alignment after leaving a covered approach in transition back to open-sky operation; reacquisition time and route-latch behaviour stayed within the review window against DEMO-REQ-20266-3. Scope note: covered crusher approach and maintain pose quality without satellite reference were not part of this run for DEMO-REQ-20266-3.,0,1,0,0,1,0
DEMO-REQ-20341-3: electric wheel drive shall allow remote product support to classify faults involving the wheel-drive temperature sensor before dispatching parts during customer-site troubleshooting. Acceptance DEMO-REQ-20341-3: fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30341 describes a controlled full stop before restart authorization for the electric wheel drive during sensor trend disagreement across a shift for DEMO-REQ-20341-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20341-3.,0,0,1,0,1,1
DEMO-REQ-20450-1: megawatt charging interface shall notify fleet supervision before megawatt charging interface behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20450-1: alert lead time and event context.,Assessment DEMO-EVID-30450 reports stable behaviour first and reduced margin after high ambient temperature for DEMO-REQ-20450-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20450-1.,0,0,0,1,0,1
Verification item DEMO-REQ-20361-2: route-planning module must allow workshop technicians to service the route configuration package during scheduled overhaul in planned workshop maintenance. Review DEMO-REQ-20361-2: safe isolation and documented work sequence.,Service trial DEMO-EVID-30361 completed safely with the route configuration package for DEMO-REQ-20361-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20361-2.,0,0,0,0,1,1
Customer constraint DEMO-REQ-20048-1: traction inverter shall allow workshop technicians to service the inverter cooling plate during scheduled overhaul under planned workshop maintenance. Evidence DEMO-REQ-20048-1: safe isolation and documented work sequence.,Service trial DEMO-EVID-30048 completed safely with the inverter cooling plate for DEMO-REQ-20048-1. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20048-1.,0,0,0,0,1,1
Customer constraint DEMO-REQ-20347-2: high-voltage battery pack shall allow field technicians to inspect or replace the field-replaceable battery module without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20347-2: access time and diagnostic confidence.,DEMO-EVID-30347 QA note: positive result for limit cell-temperature spread during repeated haul cycles during alternating loaded and unloaded cycles against DEMO-REQ-20347-2. Not evaluated: allow field replacement of one battery module without pack removal in planned field-service replacement although the hardware configuration is otherwise comparable for DEMO-REQ-20347-2.,0,1,0,0,1,0
Verification item DEMO-REQ-20372-3: fleet telemetry gateway must notify fleet supervision before fleet telemetry gateway behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20372-3: alert lead time and event context.,DEMO-EVID-30372 evidence note: exercised raise an early alert before cooling degradation causes derating in progressive pump efficiency loss; alert lead time and fault progression stayed within the review window against DEMO-REQ-20372-3. Scope note: remote service review after a shift and preserve event history after a remote diagnostic session were not part of this run for DEMO-REQ-20372-3.,1,1,0,0,0,0
Customer constraint DEMO-REQ-20197-3: software update manager shall notify fleet supervision before software update manager behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20197-3: alert lead time and event context.,DEMO-EVID-30197 package: used the software update manager setup for mixed-module software staging and recorded stable calibration ID agreement and audit record against DEMO-REQ-20197-3. Open item: interrupted over-the-air update and the related roll back an autonomous-control package after unsuccessful deployment sequence for a later campaign for DEMO-REQ-20197-3.,0,1,0,0,0,0
DEMO-REQ-20141-1: route-planning module must notify fleet supervision before route-planning module behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20141-1: alert lead time and event context.,DEMO-EVID-30141 vehicle record: right subsystem is named; sensitivity appears after high ambient temperature for DEMO-REQ-20141-1. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20141-1.,0,0,0,1,0,1
Verification item DEMO-REQ-20272-0: fleet telemetry gateway must allow remote product support to classify faults involving the remote diagnostic interface before dispatching parts in customer-site troubleshooting. Review DEMO-REQ-20272-0: fault context completeness and remote retrieval time.,Field-support note DEMO-EVID-30272 says the deciding status can be read only after reaching the remote diagnostic interface for DEMO-REQ-20272-0. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20272-0.,0,0,1,0,1,0
DEMO-REQ-20166-1: battery thermal management system shall precondition the pack before the next charging window during short dwell time between haul and charge. Acceptance DEMO-REQ-20166-1: preconditioning duration and charger-ready state.,DEMO-EVID-30166 QA note: positive result for complete two uphill loaded cycles without thermal power reduction during high ambient temperature with full payload against DEMO-REQ-20166-1. Not evaluated: precondition the pack before the next charging window in short dwell time between haul and charge although the hardware configuration is otherwise comparable for DEMO-REQ-20166-1.,1,1,0,1,0,0
DEMO-REQ-20353-2: payload estimation system shall confirm the payload class report during planned shift handover. Acceptance DEMO-REQ-20353-2: checks handover-screen visibility for the specified operating case.,DEMO-EVID-30353 release review entry: planned shift handover run captured the payload class report on the operator handover log for DEMO-REQ-20353-2. The operator screen and backend record showed the same final state for DEMO-REQ-20353-2. Reviewers kept the neighbouring degraded-mode ticket open while closing this limited item for DEMO-REQ-20353-2.,0,0,0,0,0,0
Verification item DEMO-REQ-20180-1: traction inverter must allow remote product support to classify faults involving the inverter cooling plate before dispatching parts in customer-site troubleshooting. Review DEMO-REQ-20180-1: fault context completeness and remote retrieval time.,DEMO-EVID-30180 service note: function confirmed at the machine; technicians still need physical access to the inverter cooling plate for DEMO-REQ-20180-1. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20180-1.,0,0,1,0,1,1
DEMO-REQ-20293-2: predictive maintenance model must notify fleet supervision before predictive maintenance model behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20293-2: alert lead time and event context.,DEMO-EVID-30293 package: used the predictive maintenance model setup for slow vibration trend growth and recorded stable lead time and confirmed work-order relevance against DEMO-REQ-20293-2. Open item: high but normal payload variation and the related avoid nuisance alerts during normal payload variation sequence for a later campaign for DEMO-REQ-20293-2.,0,1,0,0,0,1
DEMO-REQ-20465-2: safe-stop controller shall report the safe-stop completion event during regular service interval. Acceptance DEMO-REQ-20465-2: checks signal timing and recorded state alignment.,DEMO-EVID-30465 commissioning note: regular service interval run captured the safe-stop completion event on the event review tool for DEMO-REQ-20465-2. Recorded state changes matched the requested sequence for DEMO-REQ-20465-2. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20465-2.,0,0,0,0,0,0
Release item DEMO-REQ-20235-1: remote diagnostic interface shall allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20235-1: checks access time and diagnostic confidence.,DEMO-EVID-30235 package: used the remote diagnostic interface setup for remote review of a normal completed charge and recorded stable message classification and access-control state against DEMO-REQ-20235-1. Open item: customer-site troubleshooting after a failed charge and the related retrieve charger fault context without opening a cabinet sequence for a later campaign for DEMO-REQ-20235-1.,0,1,0,0,1,0
Customer constraint DEMO-REQ-20181-1: route-planning module shall allow workshop technicians to service the route configuration package during scheduled overhaul under planned workshop maintenance. Evidence DEMO-REQ-20181-1: safe isolation and documented work sequence.,Field-support note DEMO-EVID-30181 says the deciding status can be read only after reaching the route configuration package for DEMO-REQ-20181-1. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20181-1.,0,0,0,0,1,1
DEMO-REQ-20321-3: battery thermal controller shall display the coolant temperature status during clear visibility checkout. Acceptance DEMO-REQ-20321-3: checks recorded value stability during the requested window.,DEMO-EVID-30321 validation memo: clear visibility checkout run captured the coolant temperature status on the thermal trend view for DEMO-REQ-20321-3. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20321-3. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20321-3.,0,0,0,0,0,0
Verification item DEMO-REQ-20415-2: service access panel layout must notify fleet supervision before service access panel layout behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20415-2: alert lead time and event context.,DEMO-EVID-30415 QA note: positive result for inspect the cooling-pump strainer without removing the rear guard during scheduled field inspection against DEMO-REQ-20415-2. Not evaluated: avoid contact with high-voltage covers during routine inspection in routine low-voltage service walkdown although the hardware configuration is otherwise comparable for DEMO-REQ-20415-2.,1,1,0,0,0,1
Release item DEMO-REQ-20127-1: high-voltage battery pack shall limit cell-temperature spread during repeated haul cycles when alternating loaded and unloaded cycles is active. Review DEMO-REQ-20127-1: checks cell delta and balancing state.,DEMO-EVID-30127 report: earlier review ID is named; cross-reference added for DEMO-REQ-20127-1. Run content appears to use the same operating case as the current record for DEMO-REQ-20127-1.,0,1,0,0,0,0
Release item DEMO-REQ-20311-0: charging station handshake module shall inform dispatch when station authorization is delayed when temporary station queue delay is active. Review DEMO-REQ-20311-0: checks dispatch status and timeout escalation.,Simulation file DEMO-EVID-30311 describes thermal self-protection before the next dispatch command for the charging station handshake module during temporary station queue delay for DEMO-REQ-20311-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20311-0.,0,0,1,0,0,1
Customer constraint DEMO-REQ-20070-2: autonomous haulage controller shall detect and report the observed restriction in the autonomous haulage controller under single-channel perception masking. Evidence DEMO-REQ-20070-2: crawl authorization and handover state.,DEMO-EVID-30070 field log: repeatable restriction recorded in single-channel perception masking against DEMO-REQ-20070-2. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20070-2.,0,0,0,1,0,1
Release item DEMO-REQ-20414-0: software update manager shall allow workshop technicians to service the software configuration manifest during scheduled overhaul when planned workshop maintenance is active. Review DEMO-REQ-20414-0: checks safe isolation and documented work sequence.,Field-support note DEMO-EVID-30414 says the deciding status can be read only after reaching the software configuration manifest for DEMO-REQ-20414-0. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20414-0.,0,0,0,0,1,1
Release item DEMO-REQ-20439-2: electric wheel drive shall maintain propulsion availability after a temperature warning when continued loaded haul at reduced torque is active. Review DEMO-REQ-20439-2: checks available torque and fault escalation.,DEMO-EVID-30439 archive: old revision wording is present with a mapping note for DEMO-REQ-20439-2. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20439-2.,1,1,0,0,0,0
Customer constraint DEMO-REQ-20238-3: payload estimation system shall allow remote product support to classify faults involving the payload sensor calibration file before dispatching parts under customer-site troubleshooting. Evidence DEMO-REQ-20238-3: fault context completeness and remote retrieval time.,DEMO-EVID-30238 implementation review: recorded a conservative torque reduction until the warning clears after rough-road suspension movement against DEMO-REQ-20238-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20238-3.,0,0,1,0,1,1
Verification item DEMO-REQ-20235-2: remote diagnostic interface must retrieve charger fault context without opening a cabinet in customer-site troubleshooting after a failed charge. Review DEMO-REQ-20235-2: available fault fields and retrieval time.,DEMO-EVID-30235 package: used the remote diagnostic interface setup for remote review of a normal completed charge and recorded stable message classification and access-control state against DEMO-REQ-20235-2. Open item: customer-site troubleshooting after a failed charge and the related retrieve charger fault context without opening a cabinet sequence for a later campaign for DEMO-REQ-20235-2.,1,1,0,1,0,0
DEMO-REQ-20363-2: lidar and radar fusion unit must reject false berm reflections during autonomous reversing for low-speed reverse alignment. Acceptance DEMO-REQ-20363-2: false-positive rate and stopping margin.,DEMO-EVID-30363 screen: exercised reject false berm reflections during autonomous reversing under low-speed reverse alignment; no anomaly logged against DEMO-REQ-20363-2. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20363-2.,0,1,0,1,0,1
Customer constraint DEMO-REQ-20456-0: predictive maintenance model shall avoid nuisance alerts during normal payload variation under high but normal payload variation. Evidence DEMO-REQ-20456-0: false-alert rate and operator acknowledgement.,DEMO-EVID-30456 QA note: positive result for avoid nuisance alerts during normal payload variation during high but normal payload variation against DEMO-REQ-20456-0. Not evaluated: identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth although the hardware configuration is otherwise comparable for DEMO-REQ-20456-0.,0,0,0,1,0,1
Release item DEMO-REQ-20276-2: factory acceptance test station shall verify software configuration before the truck leaves production when end-of-line production test is active. Review DEMO-REQ-20276-2: checks configuration hash and test record linkage.,DEMO-EVID-30276 vehicle record: right subsystem is named; sensitivity appears after cold soak for DEMO-REQ-20276-2. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20276-2.,0,1,1,1,0,1
Customer constraint DEMO-REQ-20203-0: lidar and radar fusion unit shall allow field technicians to inspect or replace the radar bracket assembly without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20203-0: access time and diagnostic confidence.,DEMO-EVID-30203 evidence note: exercised reject false berm reflections during autonomous reversing in low-speed reverse alignment; false-positive rate and stopping margin stayed within the review window against DEMO-REQ-20203-0. Scope note: corrugated haul-road vibration and keep obstacle classification stable during chassis vibration were not part of this run for DEMO-REQ-20203-0.,0,1,0,0,1,0
DEMO-REQ-20096-3: megawatt charging interface must complete a normal charging handshake at depot temperature for nominal depot temperature. Acceptance DEMO-REQ-20096-3: handshake sequence and isolation confirmation.,DEMO-EVID-30096 screen: exercised complete a normal charging handshake at depot temperature under nominal depot temperature; no anomaly logged against DEMO-REQ-20096-3. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20096-3.,0,1,0,0,0,0
DEMO-REQ-20485-1: high-voltage battery pack shall publish the pack readiness state during routine wash-bay cycle. Acceptance DEMO-REQ-20485-1: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30485 supplier-quality screen: routine wash-bay cycle run captured the pack readiness state on the battery dashboard for DEMO-REQ-20485-1. Dashboard values matched the archived vehicle stream for DEMO-REQ-20485-1. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20485-1.,0,0,0,0,0,0
Customer constraint DEMO-REQ-20117-0: software update manager shall roll back an autonomous-control package after unsuccessful deployment under interrupted over-the-air update. Evidence DEMO-REQ-20117-0: rollback completion and restart state.,DEMO-EVID-30117 campaign: shortened profile for roll back an autonomous-control package after unsuccessful deployment in interrupted over-the-air update against DEMO-REQ-20117-0. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20117-0.,0,1,0,0,0,0
Release item DEMO-REQ-20098-2: traction inverter shall track torque command during loaded ramp launch when loaded launch on a moderate grade is active. Review DEMO-REQ-20098-2: checks torque error and current-limit behaviour.,Service trial DEMO-EVID-30098 completed safely with the inverter cooling plate for DEMO-REQ-20098-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20098-2.,1,0,0,0,0,1
Verification item DEMO-REQ-20361-0: route-planning module must allow field technicians to inspect or replace the route configuration package without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20361-0: access time and diagnostic confidence.,DEMO-EVID-30361 service note: function confirmed at the machine; technicians still need physical access to the route configuration package for DEMO-REQ-20361-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20361-0.,0,0,1,0,1,1
Verification item DEMO-REQ-20399-0: electric wheel drive must separate sensor drift from actual overheating in diagnostics in sensor trend disagreement across a shift. Review DEMO-REQ-20399-0: fault-code separation and technician interpretation.,Commissioning note DEMO-EVID-30399 shows the electric wheel drive entered a restricted state during sensor trend disagreement across a shift for DEMO-REQ-20399-0. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20399-0.,1,0,0,0,0,0
Release item DEMO-REQ-20211-0: charging station handshake module shall allow remote product support to classify faults involving the station communication gateway before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20211-0: checks fault context completeness and remote retrieval time.,Simulation file DEMO-EVID-30211 describes a controlled full stop before restart authorization for the charging station handshake module during temporary station queue delay for DEMO-REQ-20211-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20211-0.,0,0,1,0,0,1
DEMO-REQ-20413-0: predictive maintenance model must identify wheel-drive bearing drift before the inspection interval for slow vibration trend growth. Acceptance DEMO-REQ-20413-0: lead time and confirmed work-order relevance.,DEMO-EVID-30413 screen: exercised identify wheel-drive bearing drift before the inspection interval under slow vibration trend growth; no anomaly logged against DEMO-REQ-20413-0. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20413-0.,0,1,0,1,0,0
DEMO-REQ-20325-0: safe-stop controller must allow field technicians to inspect or replace the safe-stop input module without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20325-0: access time and diagnostic confidence.,DEMO-EVID-30325 package: used the safe-stop controller setup for personnel-zone warning input and recorded stable stop distance and brake-command agreement against DEMO-REQ-20325-0. Open item: single-channel perception degradation and the related continue at limited crawl after a non-critical perception warning sequence for a later campaign for DEMO-REQ-20325-0.,0,1,0,0,1,0
DEMO-REQ-20389-0: regenerative braking controller must protect the battery when the pack cannot accept full regeneration for high state of charge near the dump point. Acceptance DEMO-REQ-20389-0: regen limit request and fallback timing.,Simulation file DEMO-EVID-30389 describes thermal self-protection before the next dispatch command for the regenerative braking controller during high state of charge near the dump point for DEMO-REQ-20389-0. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20389-0.,0,0,1,0,0,1
Verification item DEMO-REQ-20143-2: fleet telemetry gateway must raise an early alert before cooling degradation causes derating in progressive pump efficiency loss. Review DEMO-REQ-20143-2: alert lead time and fault progression.,Trial DEMO-EVID-30143 follows the requested signal path and then introduces charging-bay humidity for DEMO-REQ-20143-2. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20143-2.,0,1,1,1,0,1
Verification item DEMO-REQ-20376-1: factory acceptance test station must verify software configuration before the truck leaves production in end-of-line production test. Review DEMO-REQ-20376-1: configuration hash and test record linkage.,DEMO-EVID-30376 archive: old revision wording is present with a mapping note for DEMO-REQ-20376-1. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20376-1.,0,1,0,0,0,1
Release item DEMO-REQ-20039-3: battery thermal management system shall enter a protective state when battery thermal management system confidence is outside the release band when short dwell time between haul and charge is active. Review DEMO-REQ-20039-3: checks protective-state timing and restart permission.,Design note DEMO-EVID-30039 shows that the battery thermal management system chooses a conservative torque reduction until the warning clears when short dwell time between haul and charge is detected for DEMO-REQ-20039-3. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20039-3.,1,0,0,0,0,1
Release item DEMO-REQ-20017-0: software update manager shall allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20017-0: checks access time and diagnostic confidence.,DEMO-EVID-30017 package: used the software update manager setup for interrupted over-the-air update and recorded stable rollback completion and restart state against DEMO-REQ-20017-0. Open item: mixed-module software staging and the related keep calibration identifiers aligned across perception and planning modules sequence for a later campaign for DEMO-REQ-20017-0.,0,1,0,0,1,0
Customer constraint DEMO-REQ-20033-3: predictive maintenance model shall allow field technicians to inspect or replace the wheel-drive vibration sensor without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20033-3: access time and diagnostic confidence.,DEMO-EVID-30033 package: used the predictive maintenance model setup for slow vibration trend growth and recorded stable lead time and confirmed work-order relevance against DEMO-REQ-20033-3. Open item: high but normal payload variation and the related avoid nuisance alerts during normal payload variation sequence for a later campaign for DEMO-REQ-20033-3.,0,1,0,0,1,0
DEMO-REQ-20304-3: traction inverter shall acknowledge the torque derate flag during factory acceptance lane. Acceptance DEMO-REQ-20304-3: checks dashboard agreement with the controller log.,DEMO-EVID-30304 FAT record: factory acceptance lane run captured the torque derate flag on the drive-system log for DEMO-REQ-20304-3. The station and vehicle traces ended with the same accepted status for DEMO-REQ-20304-3. Mud spray was noted in the logbook but did not enter this requested checkout for DEMO-REQ-20304-3.,0,0,0,0,0,0
Verification item DEMO-REQ-20037-1: software update manager must prevent recurrence of the observed restriction in the software update manager in interrupted over-the-air update. Review DEMO-REQ-20037-1: rollback completion and restart state.,DEMO-EVID-30037 field log: repeatable restriction recorded in mixed-module software staging against DEMO-REQ-20037-1. Telemetry preserved the event sequence and dispatch delay; the record is outside some neighbouring acceptance cases for DEMO-REQ-20037-1.,0,0,1,1,0,1
Verification item DEMO-REQ-20161-3: route-planning module must recalculate a haul segment after a temporary lane restriction in revised virtual lane boundary. Review DEMO-REQ-20161-3: path refresh time and route acceptance.,DEMO-EVID-30161 report: earlier review ID is named; cross-reference added for DEMO-REQ-20161-3. Run content appears to use the same operating case as the current record for DEMO-REQ-20161-3.,1,1,0,0,0,0
