text,text_pair
DEMO-REQ-20395-1: lidar unit shall report the scan availability flag during normal charging stop. Acceptance DEMO-REQ-20395-1: checks signal timing and recorded state alignment.,DEMO-EVID-30395 commissioning note: normal charging stop run captured the scan availability flag on the diagnostic recorder for DEMO-REQ-20395-1. Recorded state changes matched the requested sequence for DEMO-REQ-20395-1. Cold-start behavior was not part of this record and is tracked under a separate demo item for DEMO-REQ-20395-1.
DEMO-REQ-20195-1: service access panel layout must inspect the cooling-pump strainer without removing the rear guard for scheduled field inspection. Acceptance DEMO-REQ-20195-1: tool access path and inspection duration.,Trial DEMO-EVID-30195 follows the requested signal path and then introduces grade change for DEMO-REQ-20195-1. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20195-1.
DEMO-REQ-20255-3: service access panel layout must allow field technicians to inspect or replace the rear service panel without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20255-3: access time and diagnostic confidence.,DEMO-EVID-30255 package: used the service access panel layout setup for scheduled field inspection and recorded stable tool access path and inspection duration against DEMO-REQ-20255-3. Open item: routine low-voltage service walkdown and the related avoid contact with high-voltage covers during routine inspection sequence for a later campaign for DEMO-REQ-20255-3.
DEMO-REQ-20302-3: camera cleaning system shall display the wash command acknowledgement during standard vibration profile. Acceptance DEMO-REQ-20302-3: checks recorded value stability during the requested window.,DEMO-EVID-30302 validation memo: standard vibration profile run captured the wash command acknowledgement on the maintenance display for DEMO-REQ-20302-3. Reviewers closed the observation after comparing the requested case with the captured run for DEMO-REQ-20302-3. Aborted sessions were excluded because the requirement names only the nominal stop case for DEMO-REQ-20302-3.
DEMO-REQ-20156-0: fleet telemetry gateway must prevent recurrence of the observed restriction in the fleet telemetry gateway for progressive pump efficiency loss. Acceptance DEMO-REQ-20156-0: alert lead time and fault progression.,Pilot log DEMO-EVID-30156 records a restricted machine state during remote service review after a shift for DEMO-REQ-20156-0. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20156-0.
Release item DEMO-REQ-20178-0: traction inverter shall prevent recurrence of the observed restriction in the traction inverter when loaded launch on a moderate grade is active. Review DEMO-REQ-20178-0: checks torque error and current-limit behaviour.,Commissioning note DEMO-EVID-30178 shows the traction inverter entered a restricted state during repeated low-speed ramp starts for DEMO-REQ-20178-0. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20178-0.
Customer constraint DEMO-REQ-20220-0: route-planning module shall allow field technicians to inspect or replace the route configuration package without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20220-0: access time and diagnostic confidence.,Service trial DEMO-EVID-30220 completed safely with the route configuration package for DEMO-REQ-20220-0. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20220-0.
Release item DEMO-REQ-20295-0: service access panel layout shall allow remote product support to classify faults involving the rear service panel before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20295-0: checks fault context completeness and remote retrieval time.,Design note DEMO-EVID-30295 shows that the service access panel layout chooses a local reset before remote tools can read the final status when routine low-voltage service walkdown is detected for DEMO-REQ-20295-0. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20295-0.
DEMO-REQ-20308-3: GNSS-denied localization module shall allow field technicians to inspect or replace the localization reference unit without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20308-3: access time and diagnostic confidence.,DEMO-EVID-30308 bench record: one representative sequence for maintain pose quality without satellite reference during covered crusher approach against DEMO-REQ-20308-3. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20308-3.
DEMO-REQ-20282-2: perception sensor cluster must detect and report the observed restriction in the perception sensor cluster for wind-blown dust during shift change. Acceptance DEMO-REQ-20282-2: temporary blind-zone duration.,Pilot log DEMO-EVID-30282 records a restricted machine state during wind-blown dust during shift change for DEMO-REQ-20282-2. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20282-2.
DEMO-REQ-20377-3: software update manager shall notify fleet supervision before software update manager behaviour reduces truck availability during production dispatch monitoring. Acceptance DEMO-REQ-20377-3: alert lead time and event context.,DEMO-EVID-30377 QA note: positive result for roll back an autonomous-control package after unsuccessful deployment during interrupted over-the-air update against DEMO-REQ-20377-3. Not evaluated: keep calibration identifiers aligned across perception and planning modules in mixed-module software staging although the hardware configuration is otherwise comparable for DEMO-REQ-20377-3.
Customer constraint DEMO-REQ-20147-3: traction inverter shall notify fleet supervision before traction inverter behaviour reduces truck availability under production dispatch monitoring. Evidence DEMO-REQ-20147-3: alert lead time and event context.,DEMO-EVID-30147 vehicle record: right subsystem is named; sensitivity appears after high ambient temperature for DEMO-REQ-20147-3. Result supports a bounded claim; weak for an unconditional release statement for DEMO-REQ-20147-3.
DEMO-REQ-20482-2: perception sensor cluster must allow remote product support to classify faults involving the sensor-cleaning nozzle block before dispatching parts for customer-site troubleshooting. Acceptance DEMO-REQ-20482-2: fault context completeness and remote retrieval time.,Service trial DEMO-EVID-30482 completed safely with the sensor-cleaning nozzle block for DEMO-REQ-20482-2. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20482-2.
Customer constraint DEMO-REQ-20369-3: service access panel layout shall prevent recurrence of the observed restriction in the service access panel layout under scheduled field inspection. Evidence DEMO-REQ-20369-3: tool access path and inspection duration.,Commissioning note DEMO-EVID-30369 shows the service access panel layout entered a restricted state during routine low-voltage service walkdown for DEMO-REQ-20369-3. Event log is complete enough for diagnosis but the behaviour remains undesirable for production flow for DEMO-REQ-20369-3.
DEMO-REQ-20059-2: electric wheel drive must separate sensor drift from actual overheating in diagnostics for sensor trend disagreement across a shift. Acceptance DEMO-REQ-20059-2: fault-code separation and technician interpretation.,Pilot log DEMO-EVID-30059 records a restricted machine state during sensor trend disagreement across a shift for DEMO-REQ-20059-2. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20059-2.
DEMO-REQ-20159-0: GNSS-denied localization module shall publish the localization quality value during standard payload class. Acceptance DEMO-REQ-20159-0: checks repeatability across the agreed demonstration sequence.,DEMO-EVID-30159 supplier-quality screen: standard payload class run captured the localization quality value on the fleet monitor for DEMO-REQ-20159-0. Dashboard values matched the archived vehicle stream for DEMO-REQ-20159-0. Higher payload classes remain outside this acceptance check by design for DEMO-REQ-20159-0.
DEMO-REQ-20353-1: predictive maintenance model must identify wheel-drive bearing drift before the inspection interval for slow vibration trend growth. Acceptance DEMO-REQ-20353-1: lead time and confirmed work-order relevance.,DEMO-EVID-30353 archive: old revision wording is present with a mapping note for DEMO-REQ-20353-1. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20353-1.
DEMO-REQ-20403-0: payload estimation system shall acknowledge the payload class report during planned shift handover. Acceptance DEMO-REQ-20403-0: checks dashboard agreement with the controller log.,DEMO-EVID-30403 FAT record: planned shift handover run captured the payload class report on the operator handover log for DEMO-REQ-20403-0. The station and vehicle traces ended with the same accepted status for DEMO-REQ-20403-0. Mud spray was noted in the logbook but did not enter this requested checkout for DEMO-REQ-20403-0.
Release item DEMO-REQ-20249-3: regenerative braking controller shall allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20249-3: checks access time and diagnostic confidence.,Service trial DEMO-EVID-30249 completed safely with the brake-energy monitoring channel for DEMO-REQ-20249-3. It required a guarded access step and the diagnostic wording did not separate configuration error from hardware replacement for DEMO-REQ-20249-3.
Customer constraint DEMO-REQ-20087-3: high-voltage battery pack shall limit cell-temperature spread during repeated haul cycles under alternating loaded and unloaded cycles. Evidence DEMO-REQ-20087-3: cell delta and balancing state.,Simulation file DEMO-EVID-30087 describes a conservative torque reduction until the warning clears for the high-voltage battery pack during planned field-service replacement for DEMO-REQ-20087-3. Response protects the machine state but changes what downstream dispatch sees for DEMO-REQ-20087-3.
DEMO-REQ-20332-2: safe-stop controller shall store the safe-stop completion event during regular service interval. Acceptance DEMO-REQ-20332-2: checks station log alignment with the vehicle event stream.,DEMO-EVID-30332 field support note: regular service interval run captured the safe-stop completion event on the event review tool for DEMO-REQ-20332-2. The replayed vehicle log followed the acceptance sequence without manual correction for DEMO-REQ-20332-2. Service-panel removal was not exercised because no access task is required by the item for DEMO-REQ-20332-2.
Customer constraint DEMO-REQ-20384-1: GNSS-denied localization module shall maintain pose quality without satellite reference under covered crusher approach. Evidence DEMO-REQ-20384-1: pose covariance and route deviation.,DEMO-EVID-30384 service note: function confirmed at the machine; technicians still need physical access to the localization reference unit for DEMO-REQ-20384-1. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20384-1.
Release item DEMO-REQ-20069-0: regenerative braking controller shall protect the battery when the pack cannot accept full regeneration when high state of charge near the dump point is active. Review DEMO-REQ-20069-0: checks regen limit request and fallback timing.,DEMO-EVID-30069 QA note: positive result for blend regenerative and friction braking on downhill hauls during long descending haul road with high payload against DEMO-REQ-20069-0. Not evaluated: protect the battery when the pack cannot accept full regeneration in high state of charge near the dump point although the hardware configuration is otherwise comparable for DEMO-REQ-20069-0.
DEMO-REQ-20044-0: remote diagnostic interface shall allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20044-0: access time and diagnostic confidence.,DEMO-EVID-30044 service note: function confirmed at the machine; technicians still need physical access to the charger diagnostic data set for DEMO-REQ-20044-0. Workshop path is acceptable; slow for roadside troubleshooting for DEMO-REQ-20044-0.
DEMO-REQ-20182-1: perception sensor cluster shall maintain object confidence while the cleaning cycle is active during wind-blown dust during shift change. Acceptance DEMO-REQ-20182-1: temporary blind-zone duration.,Design note DEMO-EVID-30182 shows that the perception sensor cluster chooses a local reset before remote tools can read the final status when wind-blown dust during shift change is detected for DEMO-REQ-20182-1. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20182-1.
Release item DEMO-REQ-20040-1: autonomous haulage controller shall allow field technicians to inspect or replace the front perception pod without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20040-1: checks access time and diagnostic confidence.,DEMO-EVID-30040 screen: exercised hold route accuracy through a loading-zone transition under dust at the loading berm; no anomaly logged against DEMO-REQ-20040-1. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20040-1.
Customer constraint DEMO-REQ-20226-2: megawatt charging interface shall complete a normal charging handshake at depot temperature under nominal depot temperature. Evidence DEMO-REQ-20226-2: handshake sequence and isolation confirmation.,DEMO-EVID-30226 screen: exercised complete a normal charging handshake at depot temperature under nominal depot temperature; no anomaly logged against DEMO-REQ-20226-2. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20226-2.
DEMO-REQ-20252-1: fleet telemetry gateway must raise an early alert before cooling degradation causes derating for progressive pump efficiency loss. Acceptance DEMO-REQ-20252-1: alert lead time and fault progression.,Document package DEMO-EVID-30252 was filed under the previous requirement revision for DEMO-REQ-20252-1. Measured behaviour is technically comparable and the reviewer added a side table relating old and current acceptance wording for DEMO-REQ-20252-1.
Release item DEMO-REQ-20320-2: battery thermal management system shall allow remote product support to classify faults involving the coolant pump cartridge before dispatching parts when customer-site troubleshooting is active. Review DEMO-REQ-20320-2: checks fault context completeness and remote retrieval time.,Field-support note DEMO-EVID-30320 says the deciding status can be read only after reaching the coolant pump cartridge for DEMO-REQ-20320-2. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20320-2.
Customer constraint DEMO-REQ-20475-1: software update manager shall allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20475-1: access time and diagnostic confidence.,DEMO-EVID-30475 QA note: positive result for roll back an autonomous-control package after unsuccessful deployment during interrupted over-the-air update against DEMO-REQ-20475-1. Not evaluated: keep calibration identifiers aligned across perception and planning modules in mixed-module software staging although the hardware configuration is otherwise comparable for DEMO-REQ-20475-1.
DEMO-REQ-20301-0: route-planning module shall recalculate a haul segment after a temporary lane restriction during revised virtual lane boundary. Acceptance DEMO-REQ-20301-0: path refresh time and route acceptance.,DEMO-EVID-30301 QA note: positive result for keep the loaded vehicle inside the downhill speed envelope during long downhill grade with variable payload against DEMO-REQ-20301-0. Not evaluated: recalculate a haul segment after a temporary lane restriction in revised virtual lane boundary although the hardware configuration is otherwise comparable for DEMO-REQ-20301-0.
DEMO-REQ-20198-3: regenerative braking controller must allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly for planned customer-site service. Acceptance DEMO-REQ-20198-3: access time and diagnostic confidence.,DEMO-EVID-30198 package: used the regenerative braking controller setup for long descending haul road with high payload and recorded stable brake balance and speed stability against DEMO-REQ-20198-3. Open item: high state of charge near the dump point and the related protect the battery when the pack cannot accept full regeneration sequence for a later campaign for DEMO-REQ-20198-3.
Customer constraint DEMO-REQ-20135-3: megawatt charging interface shall recover after an aborted high-power charging session under interrupted charging after connector temperature warning. Evidence DEMO-REQ-20135-3: reconnect timing and technician handling state.,DEMO-EVID-30135 package: used the megawatt charging interface setup for nominal depot temperature and recorded stable handshake sequence and isolation confirmation against DEMO-REQ-20135-3. Open item: interrupted charging after connector temperature warning and the related recover after an aborted high-power charging session sequence for a later campaign for DEMO-REQ-20135-3.
DEMO-REQ-20265-3: battery thermal controller shall retain the coolant temperature status during clear visibility checkout. Acceptance DEMO-REQ-20265-3: checks that the reviewed case stays within the documented release envelope.,DEMO-EVID-30265 engineering sign-off note: clear visibility checkout run captured the coolant temperature status on the thermal trend view for DEMO-REQ-20265-3. Timestamps aligned with the controller log at each review point for DEMO-REQ-20265-3. A longer endurance run is planned elsewhere and is not needed for this acceptance line for DEMO-REQ-20265-3.
DEMO-REQ-20246-2: battery thermal management system shall allow field technicians to inspect or replace the coolant pump cartridge without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20246-2: access time and diagnostic confidence.,DEMO-EVID-30246 QA note: positive result for complete two uphill loaded cycles without thermal power reduction during high ambient temperature with full payload against DEMO-REQ-20246-2. Not evaluated: precondition the pack before the next charging window in short dwell time between haul and charge although the hardware configuration is otherwise comparable for DEMO-REQ-20246-2.
Customer constraint DEMO-REQ-20174-3: remote diagnostic interface shall allow field technicians to inspect or replace the charger diagnostic data set without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20174-3: access time and diagnostic confidence.,Field-support note DEMO-EVID-30174 says the deciding status can be read only after reaching the charger diagnostic data set for DEMO-REQ-20174-3. Remote logs contain the event time but not enough detail for parts selection for DEMO-REQ-20174-3.
Release item DEMO-REQ-20112-0: high-voltage battery pack shall limit cell-temperature spread during repeated haul cycles when alternating loaded and unloaded cycles is active. Review DEMO-REQ-20112-0: checks cell delta and balancing state.,DEMO-EVID-30112 package: used the high-voltage battery pack setup for alternating loaded and unloaded cycles and recorded stable cell delta and balancing state against DEMO-REQ-20112-0. Open item: planned field-service replacement and the related allow field replacement of one battery module without pack removal sequence for a later campaign for DEMO-REQ-20112-0.
Verification item DEMO-REQ-20415-3: service access panel layout must inspect the cooling-pump strainer without removing the rear guard in scheduled field inspection. Review DEMO-REQ-20415-3: tool access path and inspection duration.,DEMO-EVID-30415 evidence note: exercised inspect the cooling-pump strainer without removing the rear guard in scheduled field inspection; tool access path and inspection duration stayed within the review window against DEMO-REQ-20415-3. Scope note: routine low-voltage service walkdown and avoid contact with high-voltage covers during routine inspection were not part of this run for DEMO-REQ-20415-3.
DEMO-REQ-20457-1: software update manager shall allow field technicians to inspect or replace the software configuration manifest without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20457-1: access time and diagnostic confidence.,DEMO-EVID-30457 archive: old revision wording is present with a mapping note for DEMO-REQ-20457-1. Numbers look relevant; the current release line is not always named in the individual tables for DEMO-REQ-20457-1.
Verification item DEMO-REQ-20069-2: regenerative braking controller must notify fleet supervision before regenerative braking controller behaviour reduces truck availability in production dispatch monitoring. Review DEMO-REQ-20069-2: alert lead time and event context.,DEMO-EVID-30069 evidence note: exercised blend regenerative and friction braking on downhill hauls in long descending haul road with high payload; brake balance and speed stability stayed within the review window against DEMO-REQ-20069-2. Scope note: high state of charge near the dump point and protect the battery when the pack cannot accept full regeneration were not part of this run for DEMO-REQ-20069-2.
Verification item DEMO-REQ-20026-0: battery thermal management system must precondition the pack before the next charging window in short dwell time between haul and charge. Review DEMO-REQ-20026-0: preconditioning duration and charger-ready state.,DEMO-EVID-30026 package: used the battery thermal management system setup for short dwell time between haul and charge and recorded stable preconditioning duration and charger-ready state against DEMO-REQ-20026-0. Open item: high ambient temperature with full payload and the related complete two uphill loaded cycles without thermal power reduction sequence for a later campaign for DEMO-REQ-20026-0.
DEMO-REQ-20239-1: factory acceptance test station must reproduce the commissioning sequence used at the customer site for site acceptance replay with fleet dispatch messages. Acceptance DEMO-REQ-20239-1: message timing and acceptance sign-off.,DEMO-EVID-30239 evidence note: exercised reproduce the commissioning sequence used at the customer site in site acceptance replay with fleet dispatch messages; message timing and acceptance sign-off stayed within the review window against DEMO-REQ-20239-1. Scope note: end-of-line production test and verify software configuration before the truck leaves production were not part of this run for DEMO-REQ-20239-1.
Release item DEMO-REQ-20023-1: remote diagnostic interface shall retrieve charger fault context without opening a cabinet when customer-site troubleshooting after a failed charge is active. Review DEMO-REQ-20023-1: checks available fault fields and retrieval time.,Assessment DEMO-EVID-30023 reports stable behaviour first and reduced margin after cold soak for DEMO-REQ-20023-1. Reviewers noted that the finding matters only when the requirement relies on that operating condition for DEMO-REQ-20023-1.
Release item DEMO-REQ-20229-2: regenerative braking controller shall retain the event log for the observed restriction in the regenerative braking controller when high state of charge near the dump point is active. Review DEMO-REQ-20229-2: checks regen limit request and fallback timing.,Pilot log DEMO-EVID-30229 records a restricted machine state during high state of charge near the dump point for DEMO-REQ-20229-2. Event was captured with timestamps and recovery messages but the same note does not show that the recurrence mechanism has been removed for DEMO-REQ-20229-2.
Customer constraint DEMO-REQ-20026-3: battery thermal management system shall allow field technicians to inspect or replace the coolant pump cartridge without unnecessary disassembly under planned customer-site service. Evidence DEMO-REQ-20026-3: access time and diagnostic confidence.,DEMO-EVID-30026 evidence note: exercised precondition the pack before the next charging window in short dwell time between haul and charge; preconditioning duration and charger-ready state stayed within the review window against DEMO-REQ-20026-3. Scope note: high ambient temperature with full payload and complete two uphill loaded cycles without thermal power reduction were not part of this run for DEMO-REQ-20026-3.
DEMO-REQ-20463-3: lidar and radar fusion unit shall reject false berm reflections during autonomous reversing during low-speed reverse alignment. Acceptance DEMO-REQ-20463-3: false-positive rate and stopping margin.,DEMO-EVID-30463 implementation review: recorded a cleaning sequence that pauses part of the active view after corrugated haul-road vibration against DEMO-REQ-20463-3. Engineering accepted the protective response; remote recovery timing for a separate check for DEMO-REQ-20463-3.
Verification item DEMO-REQ-20343-0: lidar and radar fusion unit must reject false berm reflections during autonomous reversing in low-speed reverse alignment. Review DEMO-REQ-20343-0: false-positive rate and stopping margin.,DEMO-EVID-30343 screen: exercised reject false berm reflections during autonomous reversing under low-speed reverse alignment; no anomaly logged against DEMO-REQ-20343-0. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20343-0.
Verification item DEMO-REQ-20313-2: predictive maintenance model must identify wheel-drive bearing drift before the inspection interval in slow vibration trend growth. Review DEMO-REQ-20313-2: lead time and confirmed work-order relevance.,DEMO-EVID-30313 QA note: positive result for identify wheel-drive bearing drift before the inspection interval during slow vibration trend growth against DEMO-REQ-20313-2. Not evaluated: avoid nuisance alerts during normal payload variation in high but normal payload variation although the hardware configuration is otherwise comparable for DEMO-REQ-20313-2.
Release item DEMO-REQ-20165-2: electric wheel drive shall maintain propulsion availability after a temperature warning when continued loaded haul at reduced torque is active. Review DEMO-REQ-20165-2: checks available torque and fault escalation.,Design note DEMO-EVID-30165 shows that the electric wheel drive chooses a controlled full stop before restart authorization when sensor trend disagreement across a shift is detected for DEMO-REQ-20165-2. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20165-2.
DEMO-REQ-20377-0: high-voltage battery pack shall synchronize the pack readiness state during routine wash-bay cycle. Acceptance DEMO-REQ-20377-0: checks state transition order and timestamp continuity.,DEMO-EVID-30377 QA review: routine wash-bay cycle run captured the pack readiness state on the battery dashboard for DEMO-REQ-20377-0. The checked signal stayed within the agreed tolerance for the whole requested window for DEMO-REQ-20377-0. The charger-side alarm list was copied for information only and did not change the pass decision for DEMO-REQ-20377-0.
DEMO-REQ-20410-3: megawatt charging interface shall allow field technicians to inspect or replace the charging connector latch without unnecessary disassembly during planned customer-site service. Acceptance DEMO-REQ-20410-3: access time and diagnostic confidence.,DEMO-EVID-30410 bench record: one representative sequence for complete a normal charging handshake at depot temperature during nominal depot temperature against DEMO-REQ-20410-3. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20410-3.
Release item DEMO-REQ-20270-0: megawatt charging interface shall complete a normal charging handshake at depot temperature when nominal depot temperature is active. Review DEMO-REQ-20270-0: checks handshake sequence and isolation confirmation.,DEMO-EVID-30270 evidence note: exercised recover after an aborted high-power charging session in interrupted charging after connector temperature warning; reconnect timing and technician handling state stayed within the review window against DEMO-REQ-20270-0. Scope note: nominal depot temperature and complete a normal charging handshake at depot temperature were not part of this run for DEMO-REQ-20270-0.
Release item DEMO-REQ-20405-1: safe-stop controller shall bring the truck to a controlled stop after an exclusion-zone warning when personnel-zone warning input is active. Review DEMO-REQ-20405-1: checks stop distance and brake-command agreement.,Trial DEMO-EVID-30405 follows the requested signal path and then introduces cold soak for DEMO-REQ-20405-1. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20405-1.
DEMO-REQ-20236-1: traction inverter must track torque command during loaded ramp launch for loaded launch on a moderate grade. Acceptance DEMO-REQ-20236-1: torque error and current-limit behaviour.,Trial DEMO-EVID-30236 follows the requested signal path and then introduces high ambient temperature for DEMO-REQ-20236-1. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20236-1.
DEMO-REQ-20250-1: lidar and radar fusion unit must compare the previous and current acceptance records for the lidar and radar fusion unit for requirements revision review. Acceptance DEMO-REQ-20250-1: documented equivalence of the acceptance basis.,DEMO-EVID-30250 report: earlier review ID is named; cross-reference added for DEMO-REQ-20250-1. Run content appears to use the same operating case as the current record for DEMO-REQ-20250-1.
Verification item DEMO-REQ-20241-3: regenerative braking controller must allow field technicians to inspect or replace the brake-energy monitoring channel without unnecessary disassembly in planned customer-site service. Review DEMO-REQ-20241-3: access time and diagnostic confidence.,DEMO-EVID-30241 evidence note: exercised protect the battery when the pack cannot accept full regeneration in high state of charge near the dump point; regen limit request and fallback timing stayed within the review window against DEMO-REQ-20241-3. Scope note: long descending haul road with high payload and blend regenerative and friction braking on downhill hauls were not part of this run for DEMO-REQ-20241-3.
Customer constraint DEMO-REQ-20492-1: perception sensor cluster shall detect a stationary service vehicle at the edge of the travel corridor under nominal apron visibility. Evidence DEMO-REQ-20492-1: detection confidence and classification stability.,DEMO-EVID-30492 screen: exercised detect a stationary service vehicle at the edge of the travel corridor under nominal apron visibility; no anomaly logged against DEMO-REQ-20492-1. Reviewer note: the duration was intentionally reduced to protect prototype availability for DEMO-REQ-20492-1.
Release item DEMO-REQ-20314-2: factory acceptance test station shall allow field technicians to inspect or replace the production test adapter without unnecessary disassembly when planned customer-site service is active. Review DEMO-REQ-20314-2: checks access time and diagnostic confidence.,DEMO-EVID-30314 bench record: one representative sequence for verify software configuration before the truck leaves production during end-of-line production test against DEMO-REQ-20314-2. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20314-2.
DEMO-REQ-20260-1: autonomous haulage controller must notify fleet supervision before autonomous haulage controller behaviour reduces truck availability for production dispatch monitoring. Acceptance DEMO-REQ-20260-1: alert lead time and event context.,Trial DEMO-EVID-30260 follows the requested signal path and then introduces payload variation for DEMO-REQ-20260-1. Measured margin moves close to the decision band but no hard stop occurs in the short observation window for DEMO-REQ-20260-1.
Verification item DEMO-REQ-20046-0: battery thermal management system must complete two uphill loaded cycles without thermal power reduction in high ambient temperature with full payload. Review DEMO-REQ-20046-0: coolant temperature and derating state.,Design note DEMO-EVID-30046 shows that the battery thermal management system chooses thermal self-protection before the next dispatch command when short dwell time between haul and charge is detected for DEMO-REQ-20046-0. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20046-0.
Customer constraint DEMO-REQ-20006-0: route-planning module shall enter a protective state when route-planning module confidence is outside the release band under long downhill grade with variable payload. Evidence DEMO-REQ-20006-0: protective-state timing and restart permission.,Design note DEMO-EVID-30006 shows that the route-planning module chooses a manual confirmation step before autonomous release when long downhill grade with variable payload is detected for DEMO-REQ-20006-0. Sequence was repeatable in the lab and the note excludes extended production dispatch trials for DEMO-REQ-20006-0.
DEMO-REQ-20167-0: traction inverter shall confirm the torque derate flag during factory acceptance lane. Acceptance DEMO-REQ-20167-0: checks handover-screen visibility for the specified operating case.,DEMO-EVID-30167 release review entry: factory acceptance lane run captured the torque derate flag on the drive-system log for DEMO-REQ-20167-0. The operator screen and backend record showed the same final state for DEMO-REQ-20167-0. Reviewers kept the neighbouring degraded-mode ticket open while closing this limited item for DEMO-REQ-20167-0.
Customer constraint DEMO-REQ-20247-2: route-planning module shall recalculate a haul segment after a temporary lane restriction under revised virtual lane boundary. Evidence DEMO-REQ-20247-2: path refresh time and route acceptance.,DEMO-EVID-30247 QA note: positive result for keep the loaded vehicle inside the downhill speed envelope during long downhill grade with variable payload against DEMO-REQ-20247-2. Not evaluated: recalculate a haul segment after a temporary lane restriction in revised virtual lane boundary although the hardware configuration is otherwise comparable for DEMO-REQ-20247-2.
DEMO-REQ-20347-0: high-voltage battery pack must limit cell-temperature spread during repeated haul cycles for alternating loaded and unloaded cycles. Acceptance DEMO-REQ-20347-0: cell delta and balancing state.,DEMO-EVID-30347 QA note: positive result for limit cell-temperature spread during repeated haul cycles during alternating loaded and unloaded cycles against DEMO-REQ-20347-0. Not evaluated: allow field replacement of one battery module without pack removal in planned field-service replacement although the hardware configuration is otherwise comparable for DEMO-REQ-20347-0.
DEMO-REQ-20163-0: lidar and radar fusion unit must reject false berm reflections during autonomous reversing for low-speed reverse alignment. Acceptance DEMO-REQ-20163-0: false-positive rate and stopping margin.,DEMO-EVID-30163 bench record: one representative sequence for reject false berm reflections during autonomous reversing during low-speed reverse alignment against DEMO-REQ-20163-0. It is useful for early comparison but does not repeat the full acceptance window for DEMO-REQ-20163-0.
Release item DEMO-REQ-20194-3: software update manager shall keep calibration identifiers aligned across perception and planning modules when mixed-module software staging is active. Review DEMO-REQ-20194-3: checks calibration ID agreement and audit record.,DEMO-EVID-30194 package: used the software update manager setup for mixed-module software staging and recorded stable calibration ID agreement and audit record against DEMO-REQ-20194-3. Open item: interrupted over-the-air update and the related roll back an autonomous-control package after unsuccessful deployment sequence for a later campaign for DEMO-REQ-20194-3.
Release item DEMO-REQ-20452-0: fleet telemetry gateway shall raise an early alert before cooling degradation causes derating when progressive pump efficiency loss is active. Review DEMO-REQ-20452-0: checks alert lead time and fault progression.,DEMO-EVID-30452 campaign: shortened profile for raise an early alert before cooling degradation causes derating in progressive pump efficiency loss against DEMO-REQ-20452-0. Result looked stable; the run length was selected for screening rather than release endurance for DEMO-REQ-20452-0.
Release item DEMO-REQ-20496-3: regenerative braking controller shall protect the battery when the pack cannot accept full regeneration when high state of charge near the dump point is active. Review DEMO-REQ-20496-3: checks regen limit request and fallback timing.,DEMO-EVID-30496 QA note: positive result for blend regenerative and friction braking on downhill hauls during long descending haul road with high payload against DEMO-REQ-20496-3. Not evaluated: protect the battery when the pack cannot accept full regeneration in high state of charge near the dump point although the hardware configuration is otherwise comparable for DEMO-REQ-20496-3.
